ilx,label,definition,comment,type,status,synonyms,existing_ids,superclasses,ancestors,relationships,annotations,ontologies
ilx_0776645,Spinal Cordcs (TermSet),,,TermSet,0,[],"[{'curie': 'ILX:0776645', 'iri': 'http://uri.interlex.org/base/ilx_0776645', 'preferred': '1'}]",[],[],"[{'term1_ilx': 'ilx_0776645', 'term1_label': 'Spinal Cordcs (TermSet)', 'relationship_term_ilx': 'ilx_0770271', 'relationship_term_label': 'includesTermSet', 'term2_ilx': 'ilx_0774484', 'term2_label': 'Dorsal root gangla of spinal segments (TermSet)'}, {'term1_ilx': 'ilx_0776645', 'term1_label': 'Spinal Cordcs (TermSet)', 'relationship_term_ilx': 'ilx_0770271', 'relationship_term_label': 'includesTermSet', 'term2_ilx': 'ilx_0776664', 'term2_label': 'Gross anatomy (TermSet)'}, {'term1_ilx': 'ilx_0776645', 'term1_label': 'Spinal Cordcs (TermSet)', 'relationship_term_ilx': 'ilx_0770271', 'relationship_term_label': 'includesTermSet', 'term2_ilx': 'ilx_0771916', 'term2_label': 'Internal Anatomy (TermSet)'}, {'term1_ilx': 'ilx_0776645', 'term1_label': 'Spinal Cordcs (TermSet)', 'relationship_term_ilx': 'ilx_0770271', 'relationship_term_label': 'includesTermSet', 'term2_ilx': 'ilx_0772787', 'term2_label': 'Segmental Anatomy (TermSet)'}, {'term1_ilx': 'ilx_0776645', 'term1_label': 'Spinal Cordcs (TermSet)', 'relationship_term_ilx': 'ilx_0770271', 'relationship_term_label': 'includesTermSet', 'term2_ilx': 'ilx_0776988', 'term2_label': 'General spinal cord anatomy (TermSet)'}, {'term1_ilx': 'ilx_0770595', 'term1_label': 'TermSet Root (SPARC)', 'relationship_term_ilx': 'ilx_0770271', 'relationship_term_label': 'includesTermSet', 'term2_ilx': 'ilx_0776645', 'term2_label': 'Spinal Cordcs (TermSet)'}]",[],[]
ilx_0776664,Gross anatomy (TermSet),,,TermSet,0,[],"[{'curie': 'ILX:0776664', 'iri': 'http://uri.interlex.org/base/ilx_0776664', 'preferred': '1'}]",[],[],"[{'term1_ilx': 'ilx_0776664', 'term1_label': 'Gross anatomy (TermSet)', 'relationship_term_ilx': 'ilx_0770273', 'relationship_term_label': 'includesTerm', 'term2_ilx': 'ilx_0771866', 'term2_label': 'gray matter of spinal cord'}, {'term1_ilx': 'ilx_0776664', 'term1_label': 'Gross anatomy (TermSet)', 'relationship_term_ilx': 'ilx_0770273', 'relationship_term_label': 'includesTerm', 'term2_ilx': 'ilx_0771112', 'term2_label': 'white matter of spinal cord'}, {'term1_ilx': 'ilx_0776645', 'term1_label': 'Spinal Cordcs (TermSet)', 'relationship_term_ilx': 'ilx_0770271', 'relationship_term_label': 'includesTermSet', 'term2_ilx': 'ilx_0776664', 'term2_label': 'Gross anatomy (TermSet)'}, {'term1_ilx': 'ilx_0776664', 'term1_label': 'Gross anatomy (TermSet)', 'relationship_term_ilx': 'ilx_0770273', 'relationship_term_label': 'includesTerm', 'term2_ilx': 'ilx_0736249', 'term2_label': 'tract of spinal cord'}, {'term1_ilx': 'ilx_0776664', 'term1_label': 'Gross anatomy (TermSet)', 'relationship_term_ilx': 'ilx_0770273', 'relationship_term_label': 'includesTerm', 'term2_ilx': 'ilx_0110922', 'term2_label': 'Spinal cord lateral horn'}, {'term1_ilx': 'ilx_0776664', 'term1_label': 'Gross anatomy (TermSet)', 'relationship_term_ilx': 'ilx_0770273', 'relationship_term_label': 'includesTerm', 'term2_ilx': 'ilx_0109866', 'term2_label': 'Regional part of spinal cord'}, {'term1_ilx': 'ilx_0776664', 'term1_label': 'Gross anatomy (TermSet)', 'relationship_term_ilx': 'ilx_0770273', 'relationship_term_label': 'includesTerm', 'term2_ilx': 'ilx_0733124', 'term2_label': 'filum terminale'}, {'term1_ilx': 'ilx_0776664', 'term1_label': 'Gross anatomy (TermSet)', 'relationship_term_ilx': 'ilx_0770273', 'relationship_term_label': 'includesTerm', 'term2_ilx': 'ilx_0731550', 'term2_label': 'filum terminale externum'}, {'term1_ilx': 'ilx_0776664', 'term1_label': 'Gross anatomy (TermSet)', 'relationship_term_ilx': 'ilx_0770273', 'relationship_term_label': 'includesTerm', 'term2_ilx': 'ilx_0727090', 'term2_label': 'gracile fasciculus of spinal cord'}, {'term1_ilx': 'ilx_0776664', 'term1_label': 'Gross anatomy (TermSet)', 'relationship_term_ilx': 'ilx_0770273', 'relationship_term_label': 'includesTerm', 'term2_ilx': 'ilx_0730416', 'term2_label': 'spinal cord column'}, {'term1_ilx': 'ilx_0776664', 'term1_label': 'Gross anatomy (TermSet)', 'relationship_term_ilx': 'ilx_0770273', 'relationship_term_label': 'includesTerm', 'term2_ilx': 'ilx_0731459', 'term2_label': 'fasciculus of spinal cord'}, {'term1_ilx': 'ilx_0776664', 'term1_label': 'Gross anatomy (TermSet)', 'relationship_term_ilx': 'ilx_0770273', 'relationship_term_label': 'includesTerm', 'term2_ilx': 'ilx_0724457', 'term2_label': 'central canal of spinal cord'}, {'term1_ilx': 'ilx_0776664', 'term1_label': 'Gross anatomy (TermSet)', 'relationship_term_ilx': 'ilx_0770273', 'relationship_term_label': 'includesTerm', 'term2_ilx': 'ilx_0733331', 'term2_label': 'spinal cord ependyma'}, {'term1_ilx': 'ilx_0776664', 'term1_label': 'Gross anatomy (TermSet)', 'relationship_term_ilx': 'ilx_0770273', 'relationship_term_label': 'includesTerm', 'term2_ilx': 'ilx_0725850', 'term2_label': 'subdivision of spinal cord central canal'}, {'term1_ilx': 'ilx_0776664', 'term1_label': 'Gross anatomy (TermSet)', 'relationship_term_ilx': 'ilx_0770273', 'relationship_term_label': 'includesTerm', 'term2_ilx': 'ilx_0100570', 'term2_label': 'Ampulla caudalis'}, {'term1_ilx': 'ilx_0776664', 'term1_label': 'Gross anatomy (TermSet)', 'relationship_term_ilx': 'ilx_0770273', 'relationship_term_label': 'includesTerm', 'term2_ilx': 'ilx_0724839', 'term2_label': 'filum terminale internum'}, {'term1_ilx': 'ilx_0776664', 'term1_label': 'Gross anatomy (TermSet)', 'relationship_term_ilx': 'ilx_0770273', 'relationship_term_label': 'includesTerm', 'term2_ilx': 'ilx_0734376', 'term2_label': 'roof plate spinal cord region'}, {'term1_ilx': 'ilx_0776664', 'term1_label': 'Gross anatomy (TermSet)', 'relationship_term_ilx': 'ilx_0770273', 'relationship_term_label': 'includesTerm', 'term2_ilx': 'ilx_0725445', 'term2_label': 'meninx of spinal cord'}, {'term1_ilx': 'ilx_0776664', 'term1_label': 'Gross anatomy (TermSet)', 'relationship_term_ilx': 'ilx_0770273', 'relationship_term_label': 'includesTerm', 'term2_ilx': 'ilx_0727785', 'term2_label': 'nucleus of spinal cord'}, {'term1_ilx': 'ilx_0776664', 'term1_label': 'Gross anatomy (TermSet)', 'relationship_term_ilx': 'ilx_0770273', 'relationship_term_label': 'includesTerm', 'term2_ilx': 'ilx_0735246', 'term2_label': 'lamina of gray matter of spinal cord'}, {'term1_ilx': 'ilx_0776664', 'term1_label': 'Gross anatomy (TermSet)', 'relationship_term_ilx': 'ilx_0770273', 'relationship_term_label': 'includesTerm', 'term2_ilx': 'ilx_0729971', 'term2_label': 'spinal cord lateral wall'}, {'term1_ilx': 'ilx_0776664', 'term1_label': 'Gross anatomy (TermSet)', 'relationship_term_ilx': 'ilx_0770273', 'relationship_term_label': 'includesTerm', 'term2_ilx': 'ilx_0723866', 'term2_label': 'funiculus of spinal cord'}, {'term1_ilx': 'ilx_0776664', 'term1_label': 'Gross anatomy (TermSet)', 'relationship_term_ilx': 'ilx_0770273', 'relationship_term_label': 'includesTerm', 'term2_ilx': 'ilx_0736776', 'term2_label': 'urophysis'}, {'term1_ilx': 'ilx_0776664', 'term1_label': 'Gross anatomy (TermSet)', 'relationship_term_ilx': 'ilx_0770273', 'relationship_term_label': 'includesTerm', 'term2_ilx': 'ilx_0110909', 'term2_label': 'Spinal cord'}]",[],[]
ilx_0776595,Cerebellum (TermSet),,,TermSet,0,[],"[{'curie': 'ILX:0776595', 'iri': 'http://uri.interlex.org/base/ilx_0776595', 'preferred': '1'}]",[],[],[],"[{'term_ilx': 'ilx_0776595', 'term_label': 'Cerebellum (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://api.brain-map.org/api/v2/data/Structure/512'}, {'term_ilx': 'ilx_0776595', 'term_label': 'Cerebellum (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://uri.interlex.org/waxholm/uris/sd/labels/114'}, {'term_ilx': 'ilx_0776595', 'term_label': 'Cerebellum (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://purl.org/sig/ont/fma/fma67944'}, {'term_ilx': 'ilx_0776595', 'term_label': 'Cerebellum (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://uri.interlex.org/paxinos/uris/mouse/labels/179'}, {'term_ilx': 'ilx_0776595', 'term_label': 'Cerebellum (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://purl.obolibrary.org/obo/UBERON_0002037'}, {'term_ilx': 'ilx_0776595', 'term_label': 'Cerebellum (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://uri.interlex.org/paxinos/uris/rat/labels/191'}, {'term_ilx': 'ilx_0776595', 'term_label': 'Cerebellum (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://uri.interlex.org/swanson/uris/neuroanatomical-terminology/terms/47'}, {'term_ilx': 'ilx_0776595', 'term_label': 'Cerebellum (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://uri.interlex.org/fsl/uris/atlases/MNI/labels/1'}, {'term_ilx': 'ilx_0776595', 'term_label': 'Cerebellum (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://uri.neuinfo.org/nif/nifstd/birnlex_1489'}]",[]
ilx_0776672,Central gray substance of pons (TermSet),,,TermSet,0,[],"[{'curie': 'ILX:0776672', 'iri': 'http://uri.interlex.org/base/ilx_0776672', 'preferred': '1'}]",[],[],[],"[{'term_ilx': 'ilx_0776672', 'term_label': 'Central gray substance of pons (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://purl.org/sig/ont/fma/fma72470'}, {'term_ilx': 'ilx_0776672', 'term_label': 'Central gray substance of pons (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://uri.neuinfo.org/nif/nifstd/birnlex_799'}, {'term_ilx': 'ilx_0776672', 'term_label': 'Central gray substance of pons (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://purl.obolibrary.org/obo/UBERON_0002968'}]",[]
ilx_0776620,great auricular nerve (TermSet),,,TermSet,0,[],"[{'curie': 'ILX:0776620', 'iri': 'http://uri.interlex.org/base/ilx_0776620', 'preferred': '1'}]",[],[],[],"[{'term_ilx': 'ilx_0776620', 'term_label': 'great auricular nerve (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://uri.interlex.org/swanson/uris/neuroanatomical-terminology/terms/1067'}, {'term_ilx': 'ilx_0776620', 'term_label': 'great auricular nerve (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://purl.org/sig/ont/fma/fma6872'}, {'term_ilx': 'ilx_0776620', 'term_label': 'great auricular nerve (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://purl.obolibrary.org/obo/UBERON_0008833'}]",[]
ilx_0776918,Right hemisphere of cerebellum (TermSet),,,TermSet,0,[],"[{'curie': 'ILX:0776918', 'iri': 'http://uri.interlex.org/base/ilx_0776918', 'preferred': '1'}]",[],[],[],"[{'term_ilx': 'ilx_0776918', 'term_label': 'Right hemisphere of cerebellum (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://purl.obolibrary.org/obo/UBERON_0014890'}, {'term_ilx': 'ilx_0776918', 'term_label': 'Right hemisphere of cerebellum (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://purl.org/sig/ont/fma/fma83876'}]",[]
ilx_0770439,spinal ganglion part of peripheral nervous system (TermSet),,,TermSet,0,[],"[{'curie': 'ILX:0770439', 'iri': 'http://uri.interlex.org/base/ilx_0770439', 'preferred': '1'}]",[],[],[],"[{'term_ilx': 'ilx_0770439', 'term_label': 'spinal ganglion part of peripheral nervous system (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://uri.neuinfo.org/nif/nifstd/birnlex_2598'}, {'term_ilx': 'ilx_0770439', 'term_label': 'spinal ganglion part of peripheral nervous system (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://purl.obolibrary.org/obo/UBERON_0000044'}]",[]
ilx_0770432,submandibular ganglion (TermSet),,,TermSet,0,[],"[{'curie': 'ILX:0770432', 'iri': 'http://uri.interlex.org/base/ilx_0770432', 'preferred': '1'}]",[],[],[],"[{'term_ilx': 'ilx_0770432', 'term_label': 'submandibular ganglion (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://uri.interlex.org/swanson/uris/neuroanatomical-terminology/terms/790'}, {'term_ilx': 'ilx_0770432', 'term_label': 'submandibular ganglion (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://purl.org/sig/ont/fma/fma6966'}, {'term_ilx': 'ilx_0770432', 'term_label': 'submandibular ganglion (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://purl.obolibrary.org/obo/UBERON_0002059'}]",[]
ilx_0770425,eighth cervical dorsal root ganglion (TermSet),,,TermSet,0,[],"[{'curie': 'ILX:0770425', 'iri': 'http://uri.interlex.org/base/ilx_0770425', 'preferred': '1'}]",[],[],[],"[{'term_ilx': 'ilx_0770425', 'term_label': 'eighth cervical dorsal root ganglion (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://uri.neuinfo.org/nif/nifstd/birnlex_2610'}, {'term_ilx': 'ilx_0770425', 'term_label': 'eighth cervical dorsal root ganglion (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://purl.org/sig/ont/fma/fma6361'}, {'term_ilx': 'ilx_0770425', 'term_label': 'eighth cervical dorsal root ganglion (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://purl.obolibrary.org/obo/UBERON_0002844'}]",[]
ilx_0770416,Right frontal lobe (TermSet),,,TermSet,0,[],"[{'curie': 'ILX:0770416', 'iri': 'http://uri.interlex.org/base/ilx_0770416', 'preferred': '1'}]",[],[],[],"[{'term_ilx': 'ilx_0770416', 'term_label': 'Right frontal lobe (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://purl.obolibrary.org/obo/UBERON_0002810'}, {'term_ilx': 'ilx_0770416', 'term_label': 'Right frontal lobe (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://uri.neuinfo.org/nif/nifstd/birnlex_1786'}, {'term_ilx': 'ilx_0770416', 'term_label': 'Right frontal lobe (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://purl.org/sig/ont/fma/fma72969'}]",[]
ilx_0770452,pelvis nerve (TermSet),,,TermSet,0,[],"[{'curie': 'ILX:0770452', 'iri': 'http://uri.interlex.org/base/ilx_0770452', 'preferred': '1'}]",[],[],[],"[{'term_ilx': 'ilx_0770452', 'term_label': 'pelvis nerve (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://purl.obolibrary.org/obo/UBERON_0003444'}]",[]
ilx_0770689,vestibulo-cochlear VIII ganglion complex (TermSet),,,TermSet,0,[],"[{'curie': 'ILX:0770689', 'iri': 'http://uri.interlex.org/base/ilx_0770689', 'preferred': '1'}]",[],[],[],"[{'term_ilx': 'ilx_0770689', 'term_label': 'vestibulo-cochlear VIII ganglion complex (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://purl.obolibrary.org/obo/UBERON_0013498'}]",[]
ilx_0770662,cervical spinal cord gray matter (TermSet),,,TermSet,0,[],"[{'curie': 'ILX:0770662', 'iri': 'http://uri.interlex.org/base/ilx_0770662', 'preferred': '1'}]",[],[],[],"[{'term_ilx': 'ilx_0770662', 'term_label': 'cervical spinal cord gray matter (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://uri.neuinfo.org/nif/nifstd/birnlex_1521'}, {'term_ilx': 'ilx_0770662', 'term_label': 'cervical spinal cord gray matter (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://purl.obolibrary.org/obo/UBERON_0014613'}]",[]
ilx_0770939,Rostral interstitial nucleus of medial longitudinal fasciculus (TermSet),,,TermSet,0,[],"[{'curie': 'ILX:0770939', 'iri': 'http://uri.interlex.org/base/ilx_0770939', 'preferred': '1'}]",[],[],[],"[{'term_ilx': 'ilx_0770939', 'term_label': 'Rostral interstitial nucleus of medial longitudinal fasciculus (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://uri.interlex.org/paxinos/uris/rat/labels/863'}, {'term_ilx': 'ilx_0770939', 'term_label': 'Rostral interstitial nucleus of medial longitudinal fasciculus (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://purl.org/sig/ont/fma/fma72433'}, {'term_ilx': 'ilx_0770939', 'term_label': 'Rostral interstitial nucleus of medial longitudinal fasciculus (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://uri.interlex.org/paxinos/uris/mouse/labels/812'}, {'term_ilx': 'ilx_0770939', 'term_label': 'Rostral interstitial nucleus of medial longitudinal fasciculus (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://uri.neuinfo.org/nif/nifstd/birnlex_1481'}, {'term_ilx': 'ilx_0770939', 'term_label': 'Rostral interstitial nucleus of medial longitudinal fasciculus (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://purl.obolibrary.org/obo/UBERON_0002717'}]",[]
ilx_0770936,lamina I of gray matter of spinal cord (TermSet),,,TermSet,0,[],"[{'curie': 'ILX:0770936', 'iri': 'http://uri.interlex.org/base/ilx_0770936', 'preferred': '1'}]",[],[],[],"[{'term_ilx': 'ilx_0770936', 'term_label': 'lamina I of gray matter of spinal cord (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://uri.neuinfo.org/nif/nifstd/nlx_anat_100203'}, {'term_ilx': 'ilx_0770936', 'term_label': 'lamina I of gray matter of spinal cord (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://purl.org/sig/ont/fma/fma68862'}, {'term_ilx': 'ilx_0770936', 'term_label': 'lamina I of gray matter of spinal cord (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://purl.obolibrary.org/obo/UBERON_0006118'}]",[]
ilx_0771386,gastropod cerebral ganglion (TermSet),,,TermSet,0,[],"[{'curie': 'ILX:0771386', 'iri': 'http://uri.interlex.org/base/ilx_0771386', 'preferred': '1'}]",[],[],[],"[{'term_ilx': 'ilx_0771386', 'term_label': 'gastropod cerebral ganglion (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://purl.obolibrary.org/obo/UBERON_0008942'}]",[]
ilx_0774327,White matter of pons (TermSet),,,TermSet,0,[],"[{'curie': 'ILX:0774327', 'iri': 'http://uri.interlex.org/base/ilx_0774327', 'preferred': '1'}]",[],[],[],"[{'term_ilx': 'ilx_0774327', 'term_label': 'White matter of pons (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://purl.obolibrary.org/obo/UBERON_0019292'}, {'term_ilx': 'ilx_0774327', 'term_label': 'White matter of pons (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://purl.org/sig/ont/fma/fma83940'}]",[]
ilx_0774377,Mucosa of stomach (TermSet),,,TermSet,0,[],"[{'curie': 'ILX:0774377', 'iri': 'http://uri.interlex.org/base/ilx_0774377', 'preferred': '1'}]",[],[],[],"[{'term_ilx': 'ilx_0774377', 'term_label': 'Mucosa of stomach (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://purl.org/sig/ont/fma/fma14907'}, {'term_ilx': 'ilx_0774377', 'term_label': 'Mucosa of stomach (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://purl.obolibrary.org/obo/UBERON_0001199'}]",[]
ilx_0774498,sixth thoracic dorsal root ganglion (TermSet),,,TermSet,0,[],"[{'curie': 'ILX:0774498', 'iri': 'http://uri.interlex.org/base/ilx_0774498', 'preferred': '1'}]",[],[],[],"[{'term_ilx': 'ilx_0774498', 'term_label': 'sixth thoracic dorsal root ganglion (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://purl.org/sig/ont/fma/fma6326'}, {'term_ilx': 'ilx_0774498', 'term_label': 'sixth thoracic dorsal root ganglion (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://purl.obolibrary.org/obo/UBERON_0002849'}, {'term_ilx': 'ilx_0774498', 'term_label': 'sixth thoracic dorsal root ganglion (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://uri.neuinfo.org/nif/nifstd/birnlex_2616'}]",[]
ilx_0774645,lateral pterygoid nerve (TermSet),,,TermSet,0,[],"[{'curie': 'ILX:0774645', 'iri': 'http://uri.interlex.org/base/ilx_0774645', 'preferred': '1'}]",[],[],[],"[{'term_ilx': 'ilx_0774645', 'term_label': 'lateral pterygoid nerve (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://uri.interlex.org/swanson/uris/neuroanatomical-terminology/terms/886'}, {'term_ilx': 'ilx_0774645', 'term_label': 'lateral pterygoid nerve (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://purl.obolibrary.org/obo/UBERON_0013647'}, {'term_ilx': 'ilx_0774645', 'term_label': 'lateral pterygoid nerve (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://purl.org/sig/ont/fma/fma53107'}]",[]
ilx_0774621,Forebrain (TermSet),,,TermSet,0,[],"[{'curie': 'ILX:0774621', 'iri': 'http://uri.interlex.org/base/ilx_0774621', 'preferred': '1'}]",[],[],[],"[{'term_ilx': 'ilx_0774621', 'term_label': 'Forebrain (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://uri.neuinfo.org/nif/nifstd/birnlex_1509'}, {'term_ilx': 'ilx_0774621', 'term_label': 'Forebrain (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://purl.obolibrary.org/obo/UBERON_0001890'}, {'term_ilx': 'ilx_0774621', 'term_label': 'Forebrain (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://uri.interlex.org/swanson/uris/neuroanatomical-terminology/terms/33'}, {'term_ilx': 'ilx_0774621', 'term_label': 'Forebrain (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://purl.org/sig/ont/fma/fma61992'}]",[]
ilx_0774617,superior alveolar nerve (TermSet),,,TermSet,0,[],"[{'curie': 'ILX:0774617', 'iri': 'http://uri.interlex.org/base/ilx_0774617', 'preferred': '1'}]",[],[],[],"[{'term_ilx': 'ilx_0774617', 'term_label': 'superior alveolar nerve (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://purl.obolibrary.org/obo/UBERON_0018398'}, {'term_ilx': 'ilx_0774617', 'term_label': 'superior alveolar nerve (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://purl.org/sig/ont/fma/fma52930'}]",[]
ilx_0775306,Taenia mesocolica (TermSet),,,TermSet,0,[],"[{'curie': 'ILX:0775306', 'iri': 'http://uri.interlex.org/base/ilx_0775306', 'preferred': '1'}]",[],[],[],"[{'term_ilx': 'ilx_0775306', 'term_label': 'Taenia mesocolica (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://purl.org/sig/ont/fma/fma15042'}]",[]
ilx_0775316,Submucosa of body of stomach (TermSet),,,TermSet,0,[],"[{'curie': 'ILX:0775316', 'iri': 'http://uri.interlex.org/base/ilx_0775316', 'preferred': '1'}]",[],[],[],"[{'term_ilx': 'ilx_0775316', 'term_label': 'Submucosa of body of stomach (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://purl.obolibrary.org/obo/UBERON_0004934'}, {'term_ilx': 'ilx_0775316', 'term_label': 'Submucosa of body of stomach (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://purl.org/sig/ont/fma/fma17059'}]",[]
ilx_0775327,Renal pelvis (TermSet),,,TermSet,0,[],"[{'curie': 'ILX:0775327', 'iri': 'http://uri.interlex.org/base/ilx_0775327', 'preferred': '1'}]",[],[],[],"[{'term_ilx': 'ilx_0775327', 'term_label': 'Renal pelvis (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://purl.org/sig/ont/fma/fma15575'}, {'term_ilx': 'ilx_0775327', 'term_label': 'Renal pelvis (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://purl.obolibrary.org/obo/UBERON_0001224'}]",[]
